Product ID,Product Position,Promotion,Product Category,Seasonal,Sales Volume,Brand,Url,Name,Description,Price,Currency,Terms,Section,Season,Material,Origin
204611,End-cap,No,clothing,Yes,811,Zara,https://www.zara.com/us/en/semi-sheer-knit-shirt-limited-edition-p04805424.html,LINEN VINTAGE EFFECT LEATHER BOMBER JACKET,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,43.95,USD,sweaters,MAN,Summer,Linen,China
204612,Aisle,Yes,clothing,Yes,1505,Zara,https://www.zara.com/us/en/contrasting-collar-jacket-p06987331.html,LINEN KNIT PEARL SWEATER,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,14.99,USD,t-shirts,WOMAN,Spring,Cotton,China
204613,End-cap,Yes,clothing,Yes,1313,Zara,https://www.zara.com/us/en/knit-sweater-with-pearls-p02142249.html,RIBBED PAINT PRINT OVERSHIRT,Oversized T-shirt. Round neck and short sleeves.,20.99,USD,t-shirts,WOMAN,Spring,Linen,Argentina
204614,Aisle,No,clothing,No,682,Zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,KNIT CONTRASTING PATCHES BOMBER JACKET CHARCOAL,Running shoes. Made of suede leather. Upper in a combination of materials and colors. Lacing with six pairs of eyelets. Chunky soles with irregular design.,74.99,USD,jackets,MAN,Winter,Wool,Spain
204615,End-cap,Yes,clothing,Yes,1537,Zara,https://www.zara.com/us/en/cotton-overshirt-p09621103.html,SUEDE LACELESS SNEAKERS ECRU,Sneakers. Combination of colors and pieces at upper. Lacing with six pairs of eyelets. Chunky rubber sole with irregular design.,54.99,USD,jackets,WOMAN,Summer,Polyester,Morocco
204616,End-cap,Yes,clothing,Yes,1167,Zara,https://www.zara.com/us/en/knit-sweater-with-buttons-p08851131.html,RELAXED TASSEL LEATHER LOAFERS BLACK,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,53.99,USD,shoes,MAN,Autumn,Denim,Bangladesh
204617,Aisle,Yes,clothing,Yes,1482,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,QUILTED TEXTURED POCKET OVERSHIRT BROWN,Flared jeans. Patch pockets with flaps at hip. Patch pocket appliqués at legs. Washed effect. Adjustable hem with zippers. Front zipper and crossover button closure.,19.99,USD,sweaters,WOMAN,Spring,Linen,Turkey
204618,Aisle,Yes,clothing,Yes,1426,Zara,https://www.zara.com/us/en/boucle-textured-jacket-p08491402.html,RELAXED WOOL BLEND SUIT JACKET IVORY,Sneakers. Made of leather. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Rounded shape. Chunky sole.,22.95,USD,sweaters,WOMAN,Autumn,Wool Blend,Vietnam
204619,End-cap,No,clothing,No,774,Zara,https://www.zara.com/us/en/zipper-multipiece-sneakers-p12319220.html,SLIM HIKING BOOTS BLACK,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,59.99,USD,jackets,WOMAN,Spring,Linen Blend,Portugal
204620,Aisle,No,clothing,Yes,949,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,DOUBLE-BREASTED CROPPED BOMBER JACKET LIMITED EDITION IVORY,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,15.95,USD,jackets,WOMAN,Autumn,Polyester,Cambodia
204621,Front of Store,Yes,clothing,No,1574,Zara,https://www.zara.com/us/en/basic-slim-fit-t-shirt-p05584361.html,PLEATED KNIT SWEATER WITH BUTTONS BROWN,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,17.99,USD,jackets,WOMAN,Winter,Wool,Bangladesh
204622,Aisle,No,clothing,Yes,699,Zara,https://www.zara.com/us/en/plaid-overshirt-p04266381.html,PRINTED CROPPED FIT SHIRT LIMITED EDITION WHITE,Round neck long sleeve sweater. Openwork detail with rips.,69.95,USD,jackets,MAN,Autumn,Wool Blend,Turkey
204623,Aisle,Yes,clothing,Yes,1697,Zara,https://www.zara.com/us/en/longline-quilted-jacket-p05071688.html,CROPPED COTTON - LINEN BLEND JACKET BLACK,Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.,35.99,USD,jeans,WOMAN,Summer,Linen,Brazil
204624,End-cap,Yes,clothing,No,1624,Zara,https://www.zara.com/us/en/waxed-effect-plaid-jacket-p04272302.html,STRUCTURED KNIT SWEATER WITH RIPS ECRU,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,20.00,USD,jackets,WOMAN,Winter,Wool,Spain
204625,End-cap,Yes,clothing,No,1248,Zara,https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html,KNIT SUEDE HIGH-TOPS KHAKI,Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.,36.00,USD,sweaters,MAN,Autumn,Wool Blend,Morocco
204626,Aisle,No,clothing,No,749,Zara,https://www.zara.com/us/en/washed-effect-bomber-jacket-p08281307.html,DOUBLE-BREASTED CONTRAST TOPSTITCHING CROP KNIT SWEATER SAND,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,89.95,USD,shoes,WOMAN,Autumn,Wool,Pakistan
204627,Front of Store,No,clothing,No,717,Zara,https://www.zara.com/us/en/multipiece-sneakers-p12215320.html,KNIT V-NECK SWEATER OLIVE,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,45.99,USD,jackets,MAN,Autumn,Acrylic,Bangladesh
204628,End-cap,Yes,clothing,No,1282,Zara,https://www.zara.com/us/en/vintage-effect-leather-bomber-jacket-p02521300.html,TAILORED KNIT OPEN BACK PEARLY SWEATER,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,37.99,USD,shoes,WOMAN,Autumn,Wool,China
204629,Aisle,No,clothing,Yes,1010,Zara,https://www.zara.com/us/en/suit-jacket-in-100-linen-p04307408.html,SLIM FIT SUIT JACKET ECRU,Sweater made of soft touch fabric. Round neckline with jewel appliqués and long sleeves.,25.95,USD,sweaters,WOMAN,Winter,Polyester,Vietnam
204630,End-cap,No,clothing,No,851,Zara,https://www.zara.com/us/en/suede-laceless-sneakers-p12221320.html,HIGH-WAIST UTILITY POCKET JACKET BROWN,High collar sweater with long sleeves. Open back detail and pearl appliqués. Back button closure.,69.00,USD,jackets,WOMAN,Autumn,Wool,Turkey
204631,Aisle,No,clothing,No,832,Zara,https://www.zara.com/us/en/textured-sweater-p02893403.html,HIGH-WAIST SUEDE STRAP SANDALS,Sneakers. Made of leather with a suede finish. Laces with five pairs of eyelets. Chunky soles.,85.99,USD,jackets,WOMAN,Summer,Cotton,Bangladesh
204632,Front of Store,Yes,clothing,No,1532,Zara,https://www.zara.com/us/en/bomber-jacket-p05344402.html,DOUBLE-BREASTED DENIM BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,31.95,USD,jackets,WOMAN,Autumn,Denim,China
204633,Aisle,Yes,clothing,Yes,1675,Zara,https://www.zara.com/us/eUnknownbstract-print-t-shirt-p06224403.html,EMBROIDERED TEXTURED JACKET IVORY,Sweater made with 95% cashmere. V-neck and long sleeves. Rib trim.,27.99,USD,jackets,WOMAN,Winter,Wool,Turkey
204634,Aisle,No,clothing,Yes,901,Zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,EMBROIDERED V-NECK KNIT SWEATER SKY BLUE,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,29.95,USD,jackets,WOMAN,Autumn,Polyester,Bangladesh
204635,End-cap,Yes,clothing,Yes,1573,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html,BELTED KNIT SWEATER WITH PEARLS IVORY,Sneakers. Made of leather with a suede finish. Contrast lacing with seven pairs of eyelets. Welt around upper. Chunky sole.,46.95,USD,jackets,WOMAN,Winter,Wool Blend,India
204636,End-cap,No,clothing,Yes,1138,Zara,https://www.zara.com/us/en/textured-jacket-p04302457.html,PLEATED ALPACA BLEND OPEN KNIT SWEATER SAND,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,21.95,USD,shoes,WOMAN,Winter,Wool Blend,China
204637,End-cap,Yes,clothing,Yes,1546,Zara,https://www.zara.com/us/en/hooded-denim-jacket-p01538428.html,RIBBED TECHNICAL PADDED JACKET OLIVE,Cropped fit knit shirt. Round neck and long sleeves. Washed effect.,31.99,USD,jackets,WOMAN,Autumn,Wool Blend,China
204638,End-cap,Yes,clothing,Yes,1791,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,SATIN WOOL BLEND KNIT SWEATER SKY BLUE,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,16.00,USD,jackets,WOMAN,Winter,Wool Blend,Vietnam
204639,Aisle,No,clothing,No,911,Zara,https://www.zara.com/us/en/ripped-straight-fit-jeans-p03991404.html,BELTED METAL BEAD KNIT SWEATER WHITE,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,35.95,USD,shoes,WOMAN,Autumn,Wool,China
204640,End-cap,No,clothing,Yes,795,Zara,https://www.zara.com/us/en/baggy-fit-jeans-p06688486.html,EMBROIDERED RIPPED DENIM JACKET ECRU,Regular fit overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and welt pockets at hip. Front button closure.,69.99,USD,jeans,WOMAN,Spring,Linen Blend,Cambodia
204641,End-cap,Yes,clothing,No,1588,Zara,https://www.zara.com/us/en/plaid-overshirt-p04266381.html,FAUX SUEDE BOMBER JACKET GREY,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,45.99,USD,jackets,WOMAN,Winter,Viscose,Bangladesh
204642,Front of Store,Yes,clothing,Yes,1330,Zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,SATIN SUEDE LACELESS SNEAKERS NAVY,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,21.95,USD,jackets,MAN,Autumn,Wool Blend,Spain
204643,Aisle,No,clothing,No,755,Zara,https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html,HIGH-WAIST STRETCH POCKET OVERSHIRT CHARCOAL,Sandals. Made of leather. Three woven wide straps at instep. Chunky sole.,97.95,USD,jackets,MAN,Summer,Linen,Bangladesh
204644,Front of Store,No,clothing,Yes,765,Zara,https://www.zara.com/us/en/structured-text-t-shirt-p00761434.html,CROPPED OVERSHIRT BEIGE,Relaxed fit overshirt made of wool blend fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.,29.99,USD,jackets,MAN,Autumn,Wool,Turkey
204645,Front of Store,Yes,clothing,Yes,1462,Zara,https://www.zara.com/us/en/retro-high-top-sneakers-p12180220.html,SLIM CROPPED BOMBER JACKET LIMITED EDITION NAVY,Jacket made of technical fabric with lightly padded interior. Rib high collar. Long sleeves with elastic cuffs. Patch pockets at hip. Front zip closure.,13.00,USD,sweaters,WOMAN,Autumn,Cotton,Morocco
204646,Aisle,Yes,clothing,No,1255,Zara,https://www.zara.com/us/en/v-neck-knit-sweater-p03519001.html,HOODED KNIT CARDIGAN BROWN,Wool and silk blend sweater. Asymmetric neckline and long sleeves.,34.99,USD,sweaters,MAN,Autumn,Wool,Bangladesh
204647,Aisle,No,clothing,Yes,920,Zara,https://www.zara.com/us/en/zipper-multipiece-sneakers-p12319220.html,STRUCTURED STRAP SANDALS STONE,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Front zip closure.,35.99,USD,shoes,WOMAN,Spring,Linen,Vietnam
204648,Aisle,Yes,clothing,Yes,1602,Zara,https://www.zara.com/us/en/leather-jacket-p05479400.html,QUILTED 100% WOOL SUIT JACKET STONE,High collar sweater with front zipper. Long sleeves. Rib trim.,23.95,USD,jackets,WOMAN,Winter,Wool,India
204649,Aisle,No,clothing,Yes,891,Zara,https://www.zara.com/us/en/contrast-interior-sweater-p04696400.html,TAILORED ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER SKY BLUE,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,33.99,USD,jackets,MAN,Winter,Wool,Bangladesh
204650,Front of Store,No,clothing,Yes,702,Zara,https://www.zara.com/us/en/tassel-leather-loafers-p12609320.html,CABLE KNIT METALLIC SWEATER BLACK,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,45.99,USD,sweaters,MAN,Autumn,Polyester,Cambodia
204651,Aisle,No,clothing,No,1069,Zara,https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html,EMBROIDERED PUFFER JACKET WITH POUCH POCKET SKY BLUE,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,16.95,USD,sweaters,WOMAN,Winter,Wool,Morocco
204652,Aisle,Yes,clothing,Yes,1749,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html,UTILITY RETRO RUNNING SNEAKERS BEIGE,Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.,14.95,USD,jackets,WOMAN,Winter,Wool,India
204653,End-cap,No,clothing,Yes,744,Zara,https://www.zara.com/us/en/denim-bomber-jacket-p00621400.html,OVERSHIRT WITH CONTRASTING TOPSTITCHING BLACK,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,35.95,USD,jackets,MAN,Spring,Cotton,China
204654,Aisle,No,clothing,Yes,757,Zara,https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html,HOODED TECHNICAL JACKET NAVY,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,59.99,USD,sweaters,MAN,Spring,Cotton,India
204655,Aisle,No,clothing,Yes,820,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,REGULAR QUILTED STRUCTURED OVERSHIRT,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,25.99,USD,sweaters,MAN,Autumn,Cotton,Turkey
204656,Aisle,Yes,clothing,Yes,1301,Zara,https://www.zara.com/us/en/basic-puffer-jacket-p06985450.html,REGULAR PADDED CORDUROY OVERSHIRT STONE,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,32.99,USD,sweaters,WOMAN,Autumn,Cotton,Turkey
204657,Aisle,No,clothing,Yes,860,Zara,https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html,RETRO HIGH TOP SNEAKERS GREY,Slim fit jacket. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,39.95,USD,jackets,WOMAN,Autumn,Polyester,Bangladesh
204658,Aisle,Yes,clothing,No,1672,Zara,https://www.zara.com/us/en/contrast-topstitching-crop-knit-sweater-p09598003.html,BASIC 100% WOOL SWEATER STONE,Jacket with padded interior. Rib elastic collar and long sleeves. Flap pockets at hip and interior pocket. Rib trim. Front zip closure.,34.95,USD,shoes,WOMAN,Winter,Wool,Cambodia
204659,Aisle,No,clothing,No,760,Zara,https://www.zara.com/us/en/cotton-overshirt-p09621103.html,COLOR BLOCK PUFFER JACKET IVORY,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,25.95,USD,jackets,MAN,Autumn,Acrylic,Turkey
204660,Aisle,No,clothing,No,971,Zara,https://www.zara.com/us/eUnknowncid-wash-denim-jacket-p06688401.html,RETRO HIGH TOP SNEAKERS GREY,Round neck long sleeve sweater. Contrasting piping detail. Rib trim.,22.95,USD,jackets,WOMAN,Winter,Wool,Bangladesh
204661,Aisle,Yes,clothing,No,1263,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,WASHED EFFECT BOMBER JACKET CHARCOAL #3,Cropped shirt. Round neckline. Contrasting front print. Washed effect. Irregular trim.,62.99,USD,t-shirts,WOMAN,Autumn,Viscose,Spain
204662,Aisle,No,clothing,Yes,967,Zara,https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html,REGULAR KNIT SWEATER WITH BUTTONS IVORY,Roomy T-shirt made of dense cotton. Round neck and short sleeves.,19.95,USD,jackets,WOMAN,Spring,Linen Blend,Turkey
204663,Front of Store,No,clothing,Yes,960,Zara,https://www.zara.com/us/en/knit-sweater-with-piping-p05536151.html,SATIN PLAID OVERSHIRT SKY BLUE,Cropped fine knit sweater with round neck and long sleeves.,43.95,USD,t-shirts,WOMAN,Winter,Polyester,Cambodia
204664,End-cap,No,clothing,No,700,Zara,https://www.zara.com/us/en/pocket-jacket-p04297266.html,STRUCTURED OVERSIZED CROPPED JACKET LIMITED EDITION IVORY,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,99.99,USD,jackets,WOMAN,Spring,Viscose,Turkey
204665,Aisle,No,clothing,No,783,Zara,https://www.zara.com/us/en/basic-knit-sweater-p01509115.html,FAUX SUEDE OVERSHIRT NAVY,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,49.99,USD,shoes,WOMAN,Spring,Linen,Turkey
204666,Front of Store,Yes,clothing,Yes,1433,Zara,https://www.zara.com/us/en/quilted-structured-overshirt-p09621370.html,PLEATED PLAID OVERSHIRT TAUPE,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,16.95,USD,t-shirts,WOMAN,Autumn,Viscose,Turkey
204667,Front of Store,No,clothing,No,832,Zara,https://www.zara.com/us/en/cropped-overshirt-p04432403.html,SLIM POCKET JACKET,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,19.99,USD,t-shirts,WOMAN,Autumn,Wool Blend,Bangladesh
204668,Front of Store,Yes,clothing,Yes,1454,Zara,https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html,STRUCTURED RETRO RUNNING SNEAKERS WHITE,Sweater made of 100% wool. Round neck and long sleeves. Ribbed trim.,35.95,USD,sweaters,MAN,Winter,Acrylic,Turkey
204669,Aisle,Yes,clothing,No,1405,Zara,https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html,UTILITY PLAID OVERSHIRT STONE,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,21.99,USD,jackets,WOMAN,Autumn,Cotton,Bangladesh
204670,End-cap,No,clothing,Yes,593,Zara,https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html,TAILORED ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER STONE,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,79.99,USD,jackets,MAN,Autumn,Wool,Morocco
204671,End-cap,No,clothing,No,590,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html,RIBBED BAGGY BELTED JEANS NAVY,Cotton blend sweater. Round neck and long sleeves. Contrast interior. Rib trim.,99.95,USD,t-shirts,MAN,Autumn,Wool,China
204672,Aisle,No,clothing,Yes,904,Zara,https://www.zara.com/us/en/oversized-cropped-jacket-limited-edition-p04304672.html,LINEN ASYMMETRIC CROPPED KNIT SWEATER STONE,Sweater made with 80% wool and 20% cashmere. Round neck and long sleeves.,37.99,USD,t-shirts,MAN,Summer,Linen,Vietnam
204673,End-cap,No,clothing,Yes,872,Zara,https://www.zara.com/us/en/hooded-denim-jacket-p01538428.html,SATIN BASIC MEDIUM WEIGHT T-SHIRT CHARCOAL,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,55.99,USD,sweaters,MAN,Summer,Cotton,China
204674,End-cap,Yes,clothing,Yes,1468,Zara,https://www.zara.com/us/en/faux-shearling-lined-suede-boots-p12050320.html,TAILORED FLEECE OVERSHIRT BROWN,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,17.99,USD,t-shirts,WOMAN,Autumn,Wool,India
204675,End-cap,No,clothing,No,958,Zara,https://www.zara.com/us/en/tassel-leather-loafers-p12609320.html,QUILTED RIPPED STRAIGHT FIT JEANS GREY,Cotton knit tank top. Round neck with front button closure. Rib trim.,42.99,USD,jackets,WOMAN,Summer,Linen,Bangladesh
204676,End-cap,Yes,clothing,Yes,1852,Zara,https://www.zara.com/us/en/structured-twill-overshirt-p06861430.html,LINEN RIB COLLAR JACKET,High top sneakers. Lacing with nine pairs of eyelets. Contrasting foxing around the upper. Chunky rubberized soles.,25.00,USD,jackets,WOMAN,Summer,Cotton,Brazil
204677,Front of Store,No,clothing,No,983,Zara,https://www.zara.com/us/en/metal-bead-knit-sweater-p03920018.html,HOODED KNIT CARDIGAN BLACK,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,39.95,USD,shoes,WOMAN,Autumn,Wool Blend,Brazil
204678,Aisle,No,clothing,Yes,1029,Zara,https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html,CROPPED OVERSHIRT OLIVE,Relaxed fit jacket. Contrasting lapel collar and long sleeves with buttoned cuffs. Front pouch pockets. Interior pocket. Washed effect. Front zip closure.,15.99,USD,jackets,WOMAN,Spring,Linen,Turkey
204679,Aisle,No,clothing,No,1022,Zara,https://www.zara.com/us/en/contrast-interior-sweater-p04696400.html,LINEN HIKING BOOTS CHARCOAL,Round neck long sleeve sweater. Openwork detail with rips.,25.99,USD,jackets,WOMAN,Summer,Cotton,Bangladesh
204680,End-cap,Yes,clothing,No,1090,Zara,https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html,RIBBED CHUNKY SNEAKERS TAUPE,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,69.99,USD,jackets,MAN,Autumn,Polyester,Argentina
204681,Aisle,No,clothing,No,719,Zara,https://www.zara.com/us/en/ribbed-knit-t-shirt-p03332431.html,STRETCH TEXTURED JACKET IVORY,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,99.95,USD,jackets,WOMAN,Spring,Cotton,Turkey
204682,End-cap,Yes,clothing,Yes,1511,Zara,https://www.zara.com/us/en/chunky-sole-canvas-lace-up-boots-p12005320.html,HIGH-WAIST LONGLINE QUILTED JACKET SKY BLUE,Cotton blend sweater. Round neck and long sleeves. Contrast interior. Rib trim.,34.99,USD,t-shirts,WOMAN,Winter,Wool Blend,Bangladesh
204683,Aisle,No,clothing,Yes,817,Zara,https://www.zara.com/us/en/padded-corduroy-overshirt-p01063400.html,LINEN WAXED EFFECT PLAID JACKET KHAKI,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,59.99,USD,t-shirts,WOMAN,Spring,Cotton,Morocco
204684,Front of Store,No,clothing,No,634,Zara,https://www.zara.com/us/en/wool-blend-jacket-p05854654.html,HIGH-WAIST KNIT OPEN BACK PEARLY SWEATER,High collar sweater with front zipper. Long sleeves. Rib trim.,129.99,USD,jackets,WOMAN,Winter,Wool Blend,Bangladesh
204685,Aisle,No,clothing,No,833,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,STRUCTURED FAUX SUEDE JACKET GREY,High-top sneakers. Upper in a combination of pieces. Laces with ten pairs of eyelets. Chunky sole.,29.99,USD,jackets,WOMAN,Autumn,Cotton,Portugal
204686,Front of Store,Yes,clothing,Yes,1673,Zara,https://www.zara.com/us/en/slim-fit-suit-jacket-p01564520.html,CONTRAST TOPSTITCHING CROP KNIT SWEATER WHITE,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,20.99,USD,t-shirts,WOMAN,Winter,Wool Blend,China
204687,End-cap,No,clothing,Yes,938,Zara,https://www.zara.com/us/en/v-neck-knit-sweater-p03519001.html,UTILITY WOOL BLEND TEXTURED JACKET SAND,Baggy fit jeans. Five pockets. Washed effect. Front zip and button closure.,55.99,USD,jackets,MAN,Winter,Wool,Vietnam
204688,End-cap,No,clothing,No,846,Zara,https://www.zara.com/us/en/suede-penny-loafers-p12644320.html,STRETCH POCKET PUFFER JACKET SKY BLUE,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,69.99,USD,t-shirts,WOMAN,Autumn,Wool,Morocco
204689,End-cap,No,clothing,No,875,Zara,https://www.zara.com/us/en/pocket-overshirt-p05070605.html,TAILORED FAUX LEATHER OVERSIZED JACKET LIMITED EDITION CHARCOAL,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,USD,jackets,WOMAN,Autumn,Polyester,Bangladesh
204690,End-cap,No,clothing,No,776,Zara,https://www.zara.com/us/en/multipiece-sneakers-p12215320.html,RIBBED KNIT SWEATER WITH BUTTONS NAVY,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,69.99,USD,shoes,WOMAN,Autumn,Wool Blend,Brazil
204691,Aisle,No,clothing,Yes,914,Zara,https://www.zara.com/us/eUnknownbstract-print-knit-t-shirt-p04805401.html,BELTED SUEDE LACELESS SNEAKERS NAVY,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,22.95,USD,jackets,WOMAN,Autumn,Wool Blend,Morocco
204692,End-cap,Yes,clothing,Yes,1358,Zara,https://www.zara.com/us/en/flared-fit-cargo-jeans-p06688411.html,TEXTURED POCKET JACKET BURGUNDY,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,17.95,USD,jackets,WOMAN,Spring,Cotton,Morocco
204693,End-cap,No,clothing,No,945,Zara,https://www.zara.com/us/en/faux-suede-overshirt-p03715303.html,LINEN LIGHTWEIGHT PUFFER JACKET STONE,Wool and silk blend sweater. Asymmetric neckline and long sleeves.,75.95,USD,sweaters,WOMAN,Summer,Linen,Spain
204694,Aisle,Yes,clothing,Yes,1512,Zara,https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html,CROPPED SUEDE SNEAKERS,Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.,20.00,USD,sweaters,WOMAN,Autumn,Wool Blend,India
